Date,ConnType,ConnDetails,Lat,Lon,Download,DownloadBytes,Upload,UploadBytes,Latency,ServerName,InternalIp,ExternalIp,Is SpeedTest VPN
2022-06-22 19:32,Cell,"T-Mobile NRNSA",31.204739,-81.492068,301642,252905033,33302,55328497,42,"Jacksonville, FL","2607:fb90:be8b:8816:1c43:c1a7:37ba:cc70","2607:fb90:be8b:8816:1c43:c1a7:37ba:cc70",No
2022-06-22 16:50,Cell,"T-Mobile NRNSA",31.201862,-81.481842,412491,700449376,8589,15404212,32,"Jacksonville, FL","2607:fb90:be07:f019:501a:8cc5:6072:5d26","2607:fb90:be07:f019:501a:8cc5:6072:5d26",No
2022-06-22 15:16,Cell,"T-Mobile NRNSA",31.194551,-81.487352,354666,501446637,15441,21869509,41,"Jacksonville, FL","2607:fb90:be17:f41f:7157:93cd:35fa:4302","2607:fb90:be17:f41f:7157:93cd:35fa:4302",No
2022-06-22 15:11,Cell,"T-Mobile NRNSA",31.194464,-81.487275,146694,131017299,16668,28978133,39,"Jacksonville, FL","2607:fb90:be17:f41f:7157:93cd:35fa:4302","2607:fb90:be17:f41f:7157:93cd:35fa:4302",No
2022-06-22 13:56,Cell,"T-Mobile NRNSA",31.194466,-81.487155,441592,482868124,396,493848,36,"Jacksonville, FL","2607:fb90:be17:f41f:7157:93cd:35fa:4302","2607:fb90:be17:f41f:7157:93cd:35fa:4302",No
2022-06-22 13:44,Cell,"T-Mobile NRNSA",31.194663,-81.487284,169215,284212890,12367,21466656,43,"Jacksonville, FL","2607:fb90:be17:f41f:7157:93cd:35fa:4302","2607:fb90:be17:f41f:7157:93cd:35fa:4302",No
2022-06-22 13:08,Cell,"T-Mobile NRNSA",31.212246,-81.490112,288639,385359529,12954,21972008,40,"Jacksonville, FL","2607:fb90:be17:f41f:7157:93cd:35fa:4302","2607:fb90:be17:f41f:7157:93cd:35fa:4302",No
2022-06-22 13:07,Cell,"T-Mobile NRNSA",31.207523,-81.487836,451741,500937381,21049,36146285,35,"Jacksonville, FL","2607:fb90:be17:f41f:7157:93cd:35fa:4302","2607:fb90:be17:f41f:7157:93cd:35fa:4302",No
2022-06-22 12:57,Cell,"T-Mobile NRNSA",31.164847,-81.402067,1188752,2026413945,51036,81457818,32,"Jacksonville, FL","2607:fb90:be17:f41f:7157:93cd:35fa:4302","2607:fb90:be17:f41f:7157:93cd:35fa:4302",No
2022-06-22 12:56,Cell,"T-Mobile NRNSA",31.162926,-81.398290,1063640,1867950529,80489,101044208,31,"Jacksonville, FL","2607:fb90:be17:f41f:7157:93cd:35fa:4302","2607:fb90:be17:f41f:7157:93cd:35fa:4302",No
2022-06-22 01:09,Wi-Fi,"SSID: Eero",31.138534,-81.383781,263540,422263393,41381,40832256,18,"Jacksonville, FL","10.0.4.54","67.187.61.44",No
2022-06-22 01:01,Wi-Fi,"SSID: Eero",31.138534,-81.383781,151112,251666779,40828,41498632,27,"Jacksonville, FL","10.0.4.54","67.187.61.44",No
2022-06-21 22:01,Cell,"T-Mobile NRNSA",31.203113,-81.481762,427882,508761089,10483,16741526,33,"Jacksonville, FL","2607:fb90:be05:a2d2:e1d7:9ece:fd19:847f","2607:fb90:be05:a2d2:e1d7:9ece:fd19:847f",No
2022-06-21 21:58,Cell,"T-Mobile NRNSA",31.182251,-81.471020,156515,201682129,733,3045200,47,"Jacksonville, FL","2607:fb90:be06:cab1:fc68:383d:fa5d:e171","2607:fb90:be06:cab1:fc68:383d:fa5d:e171",No
2022-06-21 21:49,Cell,"T-Mobile NRNSA",31.161586,-81.475754,633323,718360180,9017,14626560,33,"Jacksonville, FL","2607:fb90:be06:cab1:fc68:383d:fa5d:e171","2607:fb90:be06:cab1:fc68:383d:fa5d:e171",No
2022-06-21 21:29,Cell,"T-Mobile NRNSA",31.165970,-81.404498,143596,208071123,12590,21396856,31,"Jacksonville, FL","2607:fb90:be06:cab1:fc68:383d:fa5d:e171","2607:fb90:be06:cab1:fc68:383d:fa5d:e171",No
2022-06-21 21:29,Cell,"T-Mobile NRNSA",31.163511,-81.399502,1009332,1762537475,85443,128037642,29,"Jacksonville, FL","2607:fb90:be06:cab1:fc68:383d:fa5d:e171","2607:fb90:be06:cab1:fc68:383d:fa5d:e171",No
2022-06-21 21:24,Cell,"T-Mobile NRNSA",31.159153,-81.391133,75651,117559976,18581,27238390,22,"Jacksonville, FL","2607:fb90:be06:cab1:fc68:383d:fa5d:e171","2607:fb90:be06:cab1:fc68:383d:fa5d:e171",No
2022-06-21 19:58,Wi-Fi,"SSID: Eero",31.138600,-81.383768,570918,864253979,4718,7767390,17,"Jacksonville, FL","10.0.4.54","67.187.61.44",No
2022-06-21 19:36,Cell,"T-Mobile NRNSA",31.162131,-81.463391,560788,758605648,14147,20274376,32,"Jacksonville, FL","2607:fb90:bead:c37c:a83b:648d:b827:f6bc","2607:fb90:bead:c37c:a83b:648d:b827:f6bc",No
2022-06-21 19:15,Cell,"T-Mobile NRNSA",31.208441,-81.496124,457217,431461232,56160,63308787,33,"Jacksonville, FL","2607:fb90:bead:c37c:a83b:648d:b827:f6bc","2607:fb90:bead:c37c:a83b:648d:b827:f6bc",No
2022-06-21 19:12,Cell,"T-Mobile NRNSA",31.208509,-81.496081,506630,891400665,40955,33078246,38,"Jacksonville, FL","2607:fb90:bead:c37c:a83b:648d:b827:f6bc","2607:fb90:bead:c37c:a83b:648d:b827:f6bc",No
2022-06-21 18:59,Cell,"T-Mobile NRNSA",31.207003,-81.500498,552011,696945888,43081,66296781,41,"Jacksonville, FL","2607:fb90:bead:c37c:a83b:648d:b827:f6bc","172.56.26.96",No
2022-06-21 18:58,Cell,"T-Mobile NRNSA",31.203499,-81.503755,523492,650144782,74350,124484335,42,"Jacksonville, FL","2607:fb90:bead:c37c:a83b:648d:b827:f6bc","172.56.26.96",No
2022-06-21 18:55,Cell,"T-Mobile NRNSA",31.218433,-81.521819,542603,940210882,27197,46825597,48,"Jacksonville, FL","2607:fb90:bead:c37c:a83b:648d:b827:f6bc","172.56.26.96",No
2022-06-19 23:45,Cell,"Verizon LTE",31.138510,-81.383743,109713,173118136,1397,1290024,44,"Atlanta, GA","2600:1005:b065:ad45:20e9:8676:95b3:19c5","172.17.0.1",No
2022-06-16 13:49,Wi-Fi,"SSID: Eero",31.138532,-81.383781,172388,217720837,10020,17126944,22,"Jacksonville, FL","10.0.4.54","67.187.61.44",No
2022-06-16 11:34,Wi-Fi,"SSID: Eero",31.138573,-81.383839,675020,1197395096,41311,48789396,15,"Jacksonville, FL","10.0.4.54","67.187.61.44",No
2022-06-15 21:56,Cell,"Verizon LTE",31.138481,-81.383809,7822,11849741,2745,4361536,41,"Jacksonville, FL","100.66.249.60","174.209.199.10",No
2022-06-15 21:56,Cell,"Verizon LTE",31.138481,-81.383809,10349,15917134,2233,3567141,35,"Jacksonville, FL","100.66.249.60","174.209.199.10",No
2022-06-14 20:43,Cell,"T-Mobile NRNSA",31.144833,-81.374265,49943,78438690,20136,33221880,28,"Jacksonville, FL","2607:fb90:be83:a1ca:9152:3f14:d1c4:97ea","2607:fb90:be83:a1ca:9152:3f14:d1c4:97ea",No
2022-06-14 20:42,Cell,"T-Mobile NRNSA",31.144808,-81.374317,17983,21334109,4700,7282174,29,"Jacksonville, FL","2607:fb90:be83:a1ca:9152:3f14:d1c4:97ea","2607:fb90:be83:a1ca:9152:3f14:d1c4:97ea",No
2022-06-14 19:00,Cell,"Verizon LTE",31.144850,-81.374383,18444,25751070,2548,3899200,39,"Jacksonville, FL","100.95.161.47","174.209.205.170",No
2022-06-14 18:43,Wi-Fi,"SSID: Camellia Villa Mesh",31.144813,-81.374359,14044,14596046,1338,2141736,40,"Jacksonville, FL","100.76.190.157","107.217.212.16",No
2022-06-12 14:43,Wi-Fi,"SSID: Eero",31.138521,-81.383794,535909,673885927,33711,53701615,17,"Jacksonville, FL","10.0.4.54","67.187.61.44",No
2022-06-12 14:42,Wi-Fi,"SSID: Eero",31.138521,-81.383794,200595,342476616,41429,41887185,18,"Jacksonville, FL","10.0.4.54","67.187.61.44",No
2022-06-12 12:05,Cell,"Verizon LTE",31.154463,-81.494180,50010,89230848,2608,3072915,39,"Jacksonville, FL","100.91.143.188","174.209.107.102",No
2022-06-12 12:03,Cell,"Verizon LTE",31.154482,-81.494231,43213,57864416,4346,7328576,49,"Jacksonville, FL","100.91.143.188","174.209.107.102",No
2022-06-12 12:03,Cell,"Verizon LTE",31.154511,-81.494298,51883,69957248,3746,5998660,35,"Jacksonville, FL","100.91.143.188","174.209.107.102",No
2022-06-12 10:36,Cell,"Verizon LTE",31.154937,-81.480143,65089,87343553,5107,8378130,39,"Jacksonville, FL","100.91.143.188","174.209.107.102",No
2022-06-10 10:38,Cell,"Verizon NRNSA",30.189495,-81.553605,537702,566080458,14705,7509824,37,"Jacksonville, FL","100.106.34.83","174.209.197.134",No
2022-06-09 16:37,Cell,"Verizon LTE",31.160695,-81.395451,95238,110141920,4108,5748290,43,"Jacksonville, FL","100.106.65.30","174.209.113.67",No
2022-06-09 16:36,Cell,"Verizon LTE",31.160695,-81.395451,123798,159595360,13757,24349019,27,"Jacksonville, FL","100.106.65.30","174.209.113.67",No
2022-06-09 16:36,Cell,"Verizon LTE",31.160695,-81.395451,139680,230840256,18132,31409960,38,"Jacksonville, FL","100.106.65.30","174.209.113.67",No
2022-06-09 16:35,Cell,"Verizon LTE",31.160636,-81.395363,104244,114315808,5860,6679104,33,"Jacksonville, FL","100.106.65.30","174.209.113.67",No
2022-06-09 15:12,Cell,"Verizon LTE",31.158945,-81.387714,25093,31418208,556,1217717,37,"Jacksonville, FL","100.106.65.30","174.209.113.67",No
2022-06-09 15:11,Cell,"Verizon LTE",31.158274,-81.386980,7994,12129264,4487,8027200,40,"Jacksonville, FL","100.106.65.30","174.209.113.67",No
2022-06-09 15:11,Cell,"Verizon LTE",31.157861,-81.386519,51147,72449182,7509,12734880,32,"Jacksonville, FL","100.106.65.30","174.209.113.67",No
2022-06-09 12:56,Cell,"Verizon LTE",31.138534,-81.383778,35915,51116707,1876,3113504,35,"Jacksonville, FL","100.106.65.30","174.209.113.67",No
2022-06-09 12:55,Cell,"Verizon LTE",31.138534,-81.383778,26955,43619232,2906,3908832,35,"Jacksonville, FL","100.106.65.30","174.209.113.67",No
2022-06-09 12:55,Wi-Fi,"SSID: Eero",31.138534,-81.383778,275485,486582488,40094,37893889,13,"Jacksonville, FL","10.0.4.54","67.187.61.44",No
2022-06-08 21:03,Wi-Fi,"SSID: Eero",31.138498,-81.383765,214178,193232047,39554,39982314,18,"Jacksonville, FL","10.0.4.54","67.187.61.44",No
2022-06-08 14:05,Cell,"Verizon LTE",31.138606,-81.383863,49450,60281832,7240,12811552,34,"Jacksonville, FL","100.95.71.172","174.209.204.61",No
2022-06-07 21:44,Wi-Fi,"SSID: Eero",31.138506,-81.383756,196514,230677408,10189,18614248,17,"Jacksonville, FL","10.0.4.54","67.187.61.44",No
2022-06-07 21:44,Wi-Fi,"SSID: Eero",31.138479,-81.383793,210822,186463696,13163,19199260,21,"Jacksonville, FL","10.0.4.54","67.187.61.44",No
2022-06-07 20:30,Wi-Fi,"SSID: xfinitywifi",31.136326,-81.395942,28877,31014830,5293,9220100,30,"Jacksonville, FL","172.20.20.20","98.242.71.211",No
2022-06-07 20:29,Wi-Fi,"SSID: xfinitywifi",31.136326,-81.395942,29059,33127112,5599,6656852,31,"Jacksonville, FL","172.20.20.20","98.242.71.211",No
2022-06-06 16:32,Cell,"Verizon NRNSA",30.312502,-81.800106,179515,257238895,1435,2573208,39,"Kissimmee, FL","2600:1006:b15e:2932:d46:74df:7ad0:c2c0","2600:1006:b15e:2932:d46:74df:7ad0:c2c0",No
2022-06-06 16:24,Cell,"Verizon NRNSA",30.293430,-81.779384,385135,555006636,2605,5778008,25,"Kissimmee, FL","2600:1006:b15e:2932:d46:74df:7ad0:c2c0","2600:1006:b15e:2932:d46:74df:7ad0:c2c0",No
2022-06-06 16:24,Cell,"Verizon NRNSA",30.291532,-81.781352,511123,876902872,28271,49941150,21,"Kissimmee, FL","2600:1006:b15e:2932:d46:74df:7ad0:c2c0","2600:1006:b15e:2932:d46:74df:7ad0:c2c0",No
2022-06-06 16:23,Cell,"Verizon NRNSA",30.290185,-81.781344,550213,929927757,8893,14963184,24,"Kissimmee, FL","2600:1006:b15e:2932:d46:74df:7ad0:c2c0","2600:1006:b15e:2932:d46:74df:7ad0:c2c0",No
2022-06-06 14:32,Cell,"Verizon NRNSA",30.283951,-81.770981,47368,73269786,921,1361064,21,"Kissimmee, FL","2600:1006:b15e:2932:d46:74df:7ad0:c2c0","2600:1006:b15e:2932:d46:74df:7ad0:c2c0",No
2022-06-06 09:29,Cell,"Verizon LTE",33.844000,-84.478400,37343,21150703,4016,6238887,38,"Atlanta, GA","10.2.0.2","45.134.140.35",No
2022-06-06 00:22,Wi-Fi,"SSID: Eero",31.138533,-81.383779,170349,149996061,39020,31278528,18,"Jacksonville, FL","10.0.4.54","67.187.61.44",No
2022-06-04 01:27,Cell,"Verizon LTE",31.138606,-81.383682,99738,175401622,5468,7606740,34,"Jacksonville, FL","100.70.112.243","174.209.102.28",No
2022-06-04 01:25,Wi-Fi,"SSID: Eero",31.138533,-81.383779,135548,199891670,25309,38036328,18,"Jacksonville, FL","10.0.4.54","67.187.61.44",No
2022-06-03 23:48,Wi-Fi,"SSID: Eero",31.138533,-81.383779,100434,165873387,21280,38607360,18,"Jacksonville, FL","10.0.4.54","67.187.61.44",No
2022-06-03 23:47,Wi-Fi,"SSID: Eero",31.138533,-81.383779,125308,198837569,36263,30201001,18,"Jacksonville, FL","10.0.4.54","67.187.61.44",No
2022-06-03 16:35,Cell,"Verizon LTE",33.844000,-84.478400,7426,6532479,5583,8659991,42,"Atlanta, GA","10.2.0.2","45.134.140.35",No
2022-06-03 16:16,Cell,"Verizon LTE",33.844000,-84.478400,71054,86638674,4382,6125544,39,"Atlanta, GA","10.2.0.2","45.134.140.35",No
2022-06-03 16:11,Cell,"Verizon LTE",33.844000,-84.478400,132185,186142137,29021,33015951,47,"Atlanta, GA","10.2.0.2","45.134.140.35",No
2022-06-03 16:05,Cell,"Verizon LTE",33.844000,-84.478400,6813,11408008,6935,12257402,50,"Atlanta, GA","10.2.0.2","45.134.140.35",No
2022-06-01 20:17,Wi-Fi,"SSID: Eero",33.844000,-84.478400,105474,125733537,4284,7438200,32,"Atlanta, GA","10.2.0.2","45.134.140.34",No
2022-06-01 17:14,Cell,"Verizon LTE",33.844000,-84.478400,44775,69287734,953,1690968,46,"Atlanta, GA","10.2.0.2","45.134.140.34",No
2022-06-01 00:49,Cell,"Verizon LTE",33.844000,-84.478400,74815,89132414,2532,3154007,41,"Alma, GA","10.2.0.2","45.134.140.34",No
2022-05-31 16:48,Cell,"Verizon LTE",31.195113,-81.483695,68301,59045536,14077,8266177,44,"Jacksonville, FL","100.99.39.134","174.209.102.157",No
2022-05-31 16:44,Cell,"Verizon LTE",31.195136,-81.483745,101337,101950813,14461,17497821,53,"Metter, GA","100.99.39.134","174.209.102.157",No
2022-05-30 14:45,Cell,"Verizon LTE",33.844000,-84.478400,26130,49759474,3444,5320092,37,"Atlanta, GA","10.2.0.2","45.134.140.40",No
2022-05-30 13:53,Cell,"Verizon LTE",33.844000,-84.478400,107985,194587705,9981,9810404,29,"Atlanta, GA","10.2.0.2","45.134.140.40",No
2022-05-30 12:31,Cell,"Verizon NRNSA",33.844000,-84.478400,48302,66994419,7617,11856400,36,"Atlanta, GA","10.2.0.2","45.134.140.38",No
2022-05-30 10:49,Cell,"Verizon LTE",33.920500,-83.441577,196149,328354828,22743,30787809,39,"Sugar Hill, GA","100.113.150.14","174.249.176.216",No
2022-05-30 10:28,Cell,"Verizon LTE",33.909753,-83.401309,56163,87049970,447,720840,30,"Atlanta, GA","2600:1005:b0b4:5465:e008:ab2c:7a4b:e9b3","2600:1005:b0b4:5465:e008:ab2c:7a4b:e9b3",No
2022-05-30 10:25,Cell,"Verizon NRNSA",33.919481,-83.387835,90276,149901316,3086,5068380,34,"Atlanta, GA","2600:1005:b0b4:5465:e008:ab2c:7a4b:e9b3","2600:1005:b0b4:5465:e008:ab2c:7a4b:e9b3",No
2022-05-30 10:23,Cell,"Verizon LTE",33.926588,-83.378862,178994,277038664,22927,39386520,21,"Atlanta, GA","2600:1005:b0b4:5465:e008:ab2c:7a4b:e9b3","2600:1005:b0b4:5465:e008:ab2c:7a4b:e9b3",No
2022-05-30 09:59,Cell,"Verizon LTE",33.937270,-83.378922,75627,89628339,3804,5885080,36,"Atlanta, GA","2600:1005:b0b4:5465:e008:ab2c:7a4b:e9b3","2600:1005:b0b4:5465:e008:ab2c:7a4b:e9b3",No
2022-05-30 09:57,Cell,"Verizon LTE",33.936963,-83.378679,88833,148988131,2802,3731616,37,"Atlanta, GA","2600:1005:b0b4:5465:e008:ab2c:7a4b:e9b3","2600:1005:b0b4:5465:e008:ab2c:7a4b:e9b3",No
2022-05-29 22:38,Wi-Fi,"SSID: ATT32eUWYd",33.937192,-83.379038,348480,296217892,186520,128200144,9,"Alpharetta, GA","192.168.1.80","45.20.65.146",No
2022-05-29 18:04,Cell,"Verizon NRNSA",33.959617,-83.375168,80243,120600544,20751,20027214,37,"Alpharetta, GA","100.101.89.216","174.209.201.6",No
2022-05-29 13:56,Cell,"Verizon LTE",33.937223,-83.378952,50068,70218888,9008,9311526,27,"Atlanta, GA","100.78.196.7","174.209.205.163",No
2022-05-29 13:48,Cell,"Verizon NRNSA",33.936985,-83.378908,44989,75477116,4564,5170656,29,"Atlanta, GA","100.78.196.7","174.209.205.163",No
2022-05-29 13:38,Wi-Fi,"SSID: ATT32eUWYd",33.937234,-83.378819,370810,337229521,369974,217002647,7,"Atlanta, GA","2600:1700:1d88:2250:b4d3:4ed6:9c98:263a","2600:1700:1d88:2250:b4d3:4ed6:9c98:263a",No
2022-05-28 17:56,Cell,"Verizon LTE",31.404105,-81.599756,26209,38852904,443,686304,56,"Kissimmee, FL","2600:1005:b00f:41f9:fc97:f1f8:c26:aed4","2600:1005:b00f:41f9:fc97:f1f8:c26:aed4",No
2022-05-27 01:39,Wi-Fi,"",31.138508,-81.383811,140073,212944004,33925,49661900,17,"Jacksonville, FL","10.0.4.54","67.187.61.44",No
2022-05-25 21:12,Wi-Fi,"",31.208299,-81.496074,318885,562122288,59024,74577973,16,"Daytona Beach, FL","192.168.1.137","45.26.238.76",No
2022-05-19 07:38,Cell,"T-Mobile NRNSA",31.172322,-81.474345,730678,1063698350,41392,50581707,32,"Jacksonville, FL","2607:fb90:bead:6792:c436:cd17:2d40:722a","2607:fb90:bead:6792:c436:cd17:2d40:722a",No
2022-05-18 18:52,Cell,"T-Mobile NRNSA",31.142946,-81.583705,66918,107215028,16628,25421562,39,"Jacksonville, FL","2607:fb90:beac:ef4e:48c:a40d:8486:a33e","2607:fb90:beac:ef4e:48c:a40d:8486:a33e",No
2022-05-17 12:10,Cell,"T-Mobile NRNSA",31.182444,-81.471135,713444,954230166,15228,25270474,33,"Jacksonville, FL","2607:fb90:bea8:4b96:1408:8adf:e83f:ffc0","2607:fb90:bea8:4b96:1408:8adf:e83f:ffc0",No
2022-05-16 19:16,Wi-Fi,"SSID: The Half Shell GUEST WiFi",31.135564,-81.395776,175741,248375159,23259,39447520,17,"Jacksonville, FL","172.30.1.147","67.187.40.246",No
2022-05-15 13:29,Cell,"Verizon LTE",31.182354,-81.638756,45466,62148416,806,825216,45,"Jacksonville, FL","100.113.79.83","174.209.206.21",No
2022-05-13 07:44,Wi-Fi,"SSID: Pizza Inn",31.195099,-81.483721,75991,102081352,9444,10329448,14,"Jacksonville, FL","10.10.10.235","96.75.26.173",No
2022-05-12 14:12,Wi-Fi,"SSID: Eero",31.138530,-81.383784,227541,286560748,7799,14025812,13,"Jacksonville, FL","10.0.4.36","67.187.61.44",No
2022-05-12 13:08,Wi-Fi,"SSID: Eero",31.138530,-81.383784,372670,456645872,38007,59594032,16,"Jacksonville, FL","10.0.4.36","67.187.61.44",No
2022-05-12 12:24,Wi-Fi,"SSID: Eero",31.138526,-81.383800,79593,82611231,35906,58729236,21,"Jacksonville, FL","10.0.4.21","67.187.61.44",No
2022-05-12 12:22,Wi-Fi,"SSID: Eero",31.138528,-81.383781,127171,169786688,29591,49097555,17,"Jacksonville, FL","10.0.4.21","67.187.61.44",No
2022-05-12 11:31,Wi-Fi,"SSID: Eero",31.138530,-81.383784,479760,826852234,41434,59721512,15,"Jacksonville, FL","10.0.4.21","67.187.61.44",No
2022-05-12 11:22,Wi-Fi,"SSID: Eero",31.138530,-81.383784,661128,1021207151,40705,68958555,13,"Jacksonville, FL","192.168.4.24","67.187.61.44",No
2022-05-11 23:03,Wi-Fi,"SSID: Eero",31.138530,-81.383784,238199,349258215,26848,44132064,16,"Jacksonville, FL","192.168.4.186","67.187.61.44",No
2022-05-11 22:52,Wi-Fi,"SSID: Eero",31.138530,-81.383784,23548,31056704,15650,27813515,24,"Jacksonville, FL","192.168.4.186","67.187.61.44",No
2022-05-11 22:51,Wi-Fi,"SSID: Eero",31.138530,-81.383784,104837,133200592,15853,24533496,21,"Jacksonville, FL","192.168.4.186","67.187.61.44",No
2022-05-08 02:27,Wi-Fi,"SSID: Eero",31.138529,-81.383785,21588,31780704,11851,17572330,19,"Jacksonville, FL","192.168.4.186","67.187.61.44",No
2022-05-07 11:40,Cell,"Verizon LTE",31.195129,-81.483726,78039,66641882,21252,35412135,60,"Nahunta, GA","100.118.103.83","174.209.205.246",No
2022-05-04 17:51,Cell,"Verizon LTE",30.380409,-81.760532,64402,100103094,15567,27722519,47,"Jacksonville, FL","100.110.4.14","174.209.199.76",No
2022-05-04 14:29,Cell,"Verizon NRNSA",30.296403,-81.704171,196831,236908887,1515,2544972,48,"Jacksonville, FL","100.110.4.14","174.209.199.76",No
2022-05-04 14:26,Cell,"Verizon NRNSA",30.296431,-81.704171,47335,78149145,147,246304,70,"Hinesville, GA","100.110.4.14","174.209.199.76",No
2022-05-04 13:43,Cell,"Verizon NRNSA",30.303119,-81.729433,61008,86063328,7264,11361382,60,"Jacksonville, FL","100.110.4.14","174.209.199.76",No
2022-05-04 13:42,Cell,"Verizon NRNSA",30.303119,-81.729433,47907,67659177,7941,14425297,50,"Jacksonville, FL","100.110.4.14","174.209.199.76",No
2022-05-04 13:41,Cell,"Verizon NRNSA",30.303146,-81.725039,323002,430376063,5624,9195430,47,"Jacksonville, FL","100.110.4.14","174.209.199.76",No
2022-05-04 13:41,Cell,"Verizon NRNSA",30.303163,-81.721594,241446,418505142,4456,7814555,47,"Jacksonville, FL","100.110.4.14","174.209.199.76",No
2022-05-04 13:35,Cell,"Verizon NRNSA",30.325263,-81.680573,370868,582308749,48212,75387467,83,"Jacksonville, FL","100.110.4.14","174.209.199.76",No
2022-05-04 13:28,Cell,"Verizon NRNSA",30.327506,-81.589880,233484,378054524,5633,8859602,52,"Jacksonville, FL","100.110.4.14","174.209.199.76",No
2022-05-04 12:52,Wi-Fi,"SSID: Subaru_Guest",30.323942,-81.520230,25106,43935709,4680,8453058,14,"Jacksonville, FL","192.168.99.7","96.94.55.170",No
2022-05-02 14:01,Cell,"T-Mobile NRNSA",32.916423,-83.705050,380242,585769764,707,1287768,18,"Norcross, GA","2607:fb90:d703:a8e9:5557:c9db:a726:8422","2607:fb90:d703:a8e9:5557:c9db:a726:8422",No
2022-05-02 13:05,Cell,"T-Mobile NRNSA",33.676301,-84.398053,720029,1226329417,4199,6598908,17,"Norcross, GA","2607:fb90:d703:a8e9:5557:c9db:a726:8422","2607:fb90:d703:a8e9:5557:c9db:a726:8422",No
2022-05-02 10:40,Cell,"T-Mobile NRNSA",34.305811,-85.166233,120468,217082768,28283,46971084,22,"Norcross, GA","2607:fb90:d713:e351:7d1e:9771:90c6:6d40","2607:fb90:d713:e351:7d1e:9771:90c6:6d40",No
2022-05-01 19:14,Cell,"Verizon LTE",34.217938,-84.865748,81055,120475272,5059,8338560,26,"Dalton, GA","100.115.217.228","174.209.96.197",No
2022-05-01 19:13,Cell,"Verizon LTE",34.218762,-84.855408,98817,140080844,6382,8944992,26,"Dalton, GA","100.115.217.228","174.209.96.197",No
2022-05-01 18:23,Cell,"Verizon NRNSA",33.930579,-84.379198,327825,444131756,25320,41372797,15,"Atlanta, GA","2600:1005:b02c:170d:495f:cbc4:ec9d:a473","2600:1005:b02c:170d:495f:cbc4:ec9d:a473",No
2022-05-01 18:20,Cell,"Verizon NRNSA",33.926939,-84.378691,1174359,1769752960,13829,24302520,10,"Atlanta, GA","2600:1005:b02c:170d:495f:cbc4:ec9d:a473","2600:1005:b02c:170d:495f:cbc4:ec9d:a473",No
2022-05-01 14:01,Cell,"T-Mobile NRNSA",33.889408,-83.413540,738769,924335486,113586,128080854,14,"Norcross, GA","2607:fb90:d7b0:52b5:1849:7cb0:c85f:5ed1","2607:fb90:d7b0:52b5:1849:7cb0:c85f:5ed1",No
2022-05-01 14:00,Cell,"T-Mobile NRNSA",33.889408,-83.413540,724541,1305695968,107111,90189303,13,"Norcross, GA","2607:fb90:d7b0:52b5:1849:7cb0:c85f:5ed1","2607:fb90:d7b0:52b5:1849:7cb0:c85f:5ed1",No
2022-05-01 13:58,Cell,"T-Mobile NRNSA",33.889702,-83.414249,736312,1077312095,110522,128175583,16,"Norcross, GA","2607:fb90:d7b0:52b5:1849:7cb0:c85f:5ed1","2607:fb90:d7b0:52b5:1849:7cb0:c85f:5ed1",No
2022-05-01 13:57,Cell,"T-Mobile NRNSA",33.889702,-83.414249,745653,1063755675,133647,128099643,21,"Norcross, GA","2607:fb90:d7b0:52b5:1849:7cb0:c85f:5ed1","2607:fb90:d7b0:52b5:1849:7cb0:c85f:5ed1",No
2022-05-01 13:57,Cell,"T-Mobile NRNSA",33.889702,-83.414249,734330,879365272,48309,84126593,18,"Norcross, GA","2607:fb90:d7b0:52b5:1849:7cb0:c85f:5ed1","2607:fb90:d7b0:52b5:1849:7cb0:c85f:5ed1",No
2022-05-01 13:55,Cell,"T-Mobile NRNSA",33.889702,-83.414249,739080,796380866,36925,43420069,16,"Norcross, GA","2607:fb90:d7b0:52b5:1849:7cb0:c85f:5ed1","2607:fb90:d7b0:52b5:1849:7cb0:c85f:5ed1",No
2022-05-01 13:55,Cell,"T-Mobile NRNSA",33.889702,-83.414249,746634,1152267470,30809,32597208,16,"Norcross, GA","2607:fb90:d7b0:52b5:1849:7cb0:c85f:5ed1","2607:fb90:d7b0:52b5:1849:7cb0:c85f:5ed1",No
2022-04-29 22:12,Wi-Fi,"SSID: RitzCarlton_GUEST",33.438089,-83.194222,49872,86172784,46695,82372985,6,"Atlanta, GA","172.20.4.227","207.5.47.71",No
2022-04-29 22:10,Wi-Fi,"SSID: RitzCarlton_GUEST",33.438085,-83.194218,52166,67459575,41801,48001494,7,"Atlanta, GA","172.20.4.227","207.5.47.71",No
2022-04-29 22:03,Cell,"Verizon LTE",33.438010,-83.194216,156922,203006474,8066,13120092,40,"Atlanta, GA","2600:1005:b01e:2f6f:a056:9ef6:c567:bd1","2600:1005:b01e:2f6f:a056:9ef6:c567:bd1",No
2022-04-29 19:45,Cell,"Verizon LTE",31.229400,-81.349000,11096,11828148,6980,11883988,83,"Jacksonville, FL","100.81.31.45","67.187.61.44",No
2022-04-26 22:33,Wi-Fi,"SSID: Middleton Beach House",31.138528,-81.383784,290416,491805960,39317,63337469,14,"Jacksonville, FL","10.0.0.161","67.187.61.44",No
2022-04-26 19:33,Cell,"Verizon LTE",31.134524,-81.391983,8206,13460020,764,1034959,203,"Jacksonville, FL","100.116.187.136","174.209.104.50",No
